Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"COOPER, Mr James Edward",1886,1912,26,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-cooper-trimmer.html
"GOSHAWK, Mr Alfred James",1871,1912,40,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-james-goshawk.html
"BRISTOW, Mr Harry",1873,1912,38,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-bristow.html
"BARRY, Mr James",1881,,31,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-barry.html
"ROTTA, Sig. Angelo Mario",1888,1912,23,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/angelo-mario-rotta.html
"CHORLEY, Mr John Henry",1887,1912,25,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-chorley.html
"ARCHER, Mr Ernest Edward",1876,1917,35,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ernest-edward-archer.html
"SEWARD, Mr Wilfred Deable",1887,1963,25,Male,Victualling Crew,,,,Southampton,Chief Pantry Steward (2nd Class),SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/wilfred-deable-seward.html
"KEEGAN, Mr James",1874,1912,38,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-keegan.html
"MANN, Mr Joseph",1885,1955,26,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-mann.html
"BLACKMAN, Mr Albert Edward",1889,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-blackman.html
"KEMP, Mr Thomas Hulman",1869,1912,43,Male,Engineering Crew,,,,Belfast,Extra Assistant 4th Engineer (Refrigeration),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-hulman-kemp.html
"HODGES, Mr W.",1886,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-hodges.html
"STROUD, Mr Edward Alfred Orlando",1893,1912,19,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-alfred-orlando-stroud.html
"MCMICKEN, Mr Arthur",1885,1958,26,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/arthur-mcmicken.html
"BILLOWS, Mr James",1892,1912,20,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-billow.html
"BERNARDI, Sig. Battista",1890,1912,22,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,215,Italian,https://www.encyclopedia-titanica.org/titanic-victim/battista-bernardi.html
"CRISPIN, Mr William",1878,1912,33,Male,Victualling Crew,,,,Southampton,Glory Hole Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-crispin.html
"LITTLEJOHN, Mr Alexander James",1872,1949,40,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alexander-james-littlejohn.html
"ROBINSON, Mrs Annie",1865,1914,47,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/annie-robinson.html
"SNELLGROVE, Mr George",1871,1912,41,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/g-snellgrove.html
"COSGROVE, Mr William James Gilligan",1888,1962,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-cosgrove.html
"BRYAN, Mr John",1890,,22,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-bryan.html
"MONRóS, Sr. Joan Javier",1892,1912,20,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,27,Spanish,https://www.encyclopedia-titanica.org/titanic-victim/jean-javier-mouros.html
"HILL, Mr James",1887,1912,25,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-hill.html
"SLADE, Mr Bertram",1884,1943,28,Male,Engineering Crew Deserted,,,,Southampton,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/slade-b.html
"RICKS, Mr Cyril Gordon",1890,1912,22,Male,Victualling Crew,,,,Southampton,Storekeeper,LOST,,100,English,https://www.encyclopedia-titanica.org/titanic-victim/cyril-ricks.html
"HUGHES, Mr William Thomas",1878,1912,34,Male,Victualling Crew,,,,Southampton,Assistant Second Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-hughes.html
"BROOKS, Mr J.",1887,1912,25,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-brooks.html
"CUNNINGHAM, Mr Andrew Orr",1873,1932,38,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,SAVED,4,,Scottish,https://www.encyclopedia-titanica.org/titanic-survivor/andrew-cunningham.html
"COTTON, Mr Alfred",1876,1912,35,Male,Engineering Crew Substitute Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/a-cotton.html
"MARTIN, Mrs Annie Martha",1872,1936,39,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,11,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-survivor/annie-martin.html
"MILFORD, Mr Daniel",1889,1958,22,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-milford.html
"CROSSLEY, Mr John",1878,1941,33,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-crossley.html
"ENNIS, Mr Walter",1878,1912,34,Male,Victualling Crew,,,,Southampton,Turkish Bath Attendant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-ennis.html
"MASKELL, Mr Leopold Adolphus",1887,1912,25,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/leopold-adolphus-maskell.html
"MULLHOLLAND, Mr J.",1867,,45,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/j-mullholland.html
"TEUTON, Mr Thomas Moore",1877,1912,35,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,226,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-moore-teuton-fenton.html
"SHAW, Mr Andrew",1875,,37,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/andrew-shaw.html
"BANFI,  Ugo",1887,1912,24,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/ugo-banfi.html
"EVANS, Mr George Richard",1884,1912,27,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-richard-evans.html
"TIZARD, Mr Arthur Leopold",1881,1912,31,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-tizard.html
"WYETH, Mr James Robert",1886,1912,25,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-wyeth.html
"PHILLIPS, Mr James",1885,,27,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-phillips.html
"BLANN, Mr Eustace Horatius",1890,1912,21,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/eustace-horatius-blann.html
"VICAT, Sig. Alphonse Jean Eugene",1890,1912,21,Male,Restaurant Staff,,,,Southampton,Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/alphonse-jean-eugene-vicat.html
"FARENDEN, Mr Ernest John",1890,1912,22,Male,Victualling Crew,,,,Belfast,Confectioner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-john-farrenden.html
"COSGROVE, Mr John",1893,,19,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-cosgrove.html
"CASALI, Sig. Giulio",1880,1912,32,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giulio-casali.html
"BARNES, Mr Frederick Charles",1872,1912,40,Male,Victualling Crew,,,,Southampton,Assistant baker,LOST,,26,English,https://www.encyclopedia-titanica.org/titanic-victim/baker-frederick-barnes.html
"BENSON, Mr John",1886,,26,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-benson.html
"KIERAN, Mr James William",1877,1912,35,Male,Victualling Crew,,,,Southampton,Chief 3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-william-kieran.html
"DORE, Mr Albert James",1889,1953,22,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/a-dore.html
"PACHERA, Sig. Jean Baptiste Stanislas",1892,1912,19,Male,Restaurant Staff,,,,Southampton,Assistant Larder Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/jean-baptiste-stanislas-pachera.html
"JONES, Mr Thomas William",1877,1967,34,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,8,,Welsh,https://www.encyclopedia-titanica.org/titanic-survivor/thomas-william-jones.html
"OLIVE, Mr Charles",1881,1912,31,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-olive.html
"LUCAS, Mr William Watson",1881,1944,31,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),SAVED,A,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-lucas-2.html
"KEARL, Mr Charles Henry",1868,1912,44,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-henry-kearl.html
"WILLIAMS, Mr Walter John",1883,1971,28,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/walter-john-williams.html
"RATTI, Sig. Enrico",1890,1912,21,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/enrico-ratti.html
"TURLEY, Mr Richard",1875,1912,37,Male,Engineering Crew,,,,Belfast,Fireman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/richard-turley.html
"EAGLE, Mr Alfred James Jacob",1884,1912,27,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/a-eagle.html
"REED, Mr Thomas Charles Prowse",1857,1912,54,Male,Victualling Crew,,,,Southampton,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-reed.html
"SAUNDERS, Mr William Henry",1881,1912,31,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-saunders.html
"STONE, Mr Edward Thomas",1882,1912,29,Male,Victualling Crew,,,,Southampton,Bedroom Steward (2nd class),LOST,,243,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-thomas-stone.html
"BRADLEY, Mr Patrick Joseph",1873,1912,38,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/patrick-joseph-bradley.html
"WITCHER, Mr Albert Ernest",1873,1912,39,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-ernest-witcher.html
"MCILROY, Mr Bernard",1885,1961,26,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/barney-mcilroy.html
"KLEIN, Mr Herbert",1878,1912,34,Male,Victualling Crew,,,,Southampton,Barber,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/herbert-klein.html
"BARROW, Mr Charles Henry John",1876,1912,35,Male,Victualling Crew,,,,Southampton,Assistant butcher,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-barrow.html
"SLOAN, Mr Peter",1881,1912,31,Male,Engineering Crew,,,,Belfast,Chief Electrician,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/peter-sloan.html
"WARDNER, Mr Fred Albert",1872,1912,40,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-wardner.html
"BIGGS, Mr Edward Charles",1891,1912,20,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-charles-biggs.html
"RICE, Mr Percy",1893,1912,19,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/percy-rice.html
"PRIOR, Mr Harold John Arnold",1891,1949,20,Male,Victualling Crew,,,,Southampton,Steward (3rd Class),SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/harold-john-prior.html
"TURNER, Mr George Frederick",1870,1912,42,Male,Victualling Crew,,,,Southampton,Stenographer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-frederick-turner.html
"ALLEN, Mr Robert Spencer",1876,1912,35,Male,Victualling Crew,,,,Southampton,Bedroom Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-spencer-allan.html
"SELF, Mr Albert Charles Edward",1888,1954,24,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-self.html
"CROUGHANE, Mr Michael",1867,,45,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/michael-croughane.html
"DESVERNINE, Mr Louis Gabriel",1891,1912,20,Male,Restaurant Staff,,,,Southampton,Assistant Pastry Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/louis-gabriel-desvernine.html
"MCKENNA, Mr Patrick",1872,,40,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-mckenna.html
"BURKE, Mr William",1872,1961,39,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/william-burke.html
"TRIGGS, Mr Robert",1871,1931,41,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/robert-triggs.html
"STONE, Mr Edmund",1879,1912,33,Male,Victualling Crew,,,,Southampton,1st Class Bedroom Steward,LOST,,41,English,https://www.encyclopedia-titanica.org/titanic-victim/edmund-stone.html
"BOOTHBY, Mr Walter Thomas",1874,1912,37,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,107,English,https://www.encyclopedia-titanica.org/titanic-victim/w-boothby.html
"OLIVER, Mr Harry",1871,1944,41,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/harry-oliver.html
"CARNEY, Mr William",1881,1912,31,Male,Victualling Crew,,,,Southampton,Lift Steward,LOST,,251,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/william-carney.html
"COUCH, Mr Frank",1884,1912,27,Male,Deck Crew,,,,Southampton,Able Seaman,LOST,,253,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-couch.html
"ORPET, Mr Walter Hayward",1881,1912,31,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-hayward-orpet.html
"BOYD, Mr Adam",1874,,38,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/adam-boyd.html
"ASHCROFT, Mr Austin Aloysius",1885,1912,26,Male,Victualling Crew,,,,Southampton,Clerk,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/austin-aloysius-ashcroft.html
"ALLEN, Mr George",1886,1912,26,Male,Victualling Crew,,,,Southampton,Scullion,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-allen.html
"STAGG, Mr John Henry",1873,1912,38,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-henry-stagg.html
"HEPBURN, Mr William Spence",1883,,28,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-hepburn.html
"ROUSSEAU, Mr Pierre",1863,1912,48,Male,Restaurant Staff,,,,Southampton,Chef,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/pierre-rousseau.html
"BARRATT, Mr Arthur",1896,1912,16,Male,Victualling Crew,,,,Southampton,Bell Boy,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-barratt.html
"HARDWICK, Mr Reginald",1891,1918,21,Male,Victualling Crew,,,,Southampton,Kitchen Porter,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/reginald-hardwick.html
"MCMILLEN, Mr Samuel",1883,1973,28,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcmillen.html
"PASCOE, Mr Charles Henry",1867,1937,45,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,8,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-pascoe.html
"JAMES, Mr Thomas",1885,1912,27,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/thomas-james.html
"RAY, Mr Frederick Dent",1879,1977,32,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-dent-ray.html
"VEAL, Mr Thomas Henry Edom",1874,1912,38,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-henry-edom-veal.html
"ETTLINGER, Mr Peter",1881,1962,31,Male,Victualling Crew Discharged Crew,,,,Southampton,Second Class Saloon Steward,,,,German,https://www.encyclopedia-titanica.org/titanic-biography/ettlinger.html
"MCCARTHY, Mr William",1863,1932,48,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,4,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/william-mccarthy.html
"STRANGE, Mr Samuel",1872,1916,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-strange.html
"HARRISON, Mr Aragõa Drummond",1871,1947,40,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/aragon-harrison.html
"BAILEY, Mr William",1882,,30,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-bailey.html
"BRADLEY, Mr Thomas Henry",1883,1912,28,Male,Deck Crew,,,,Southampton,Able Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/t-bradley.html
"MARRIOTT, Mr John William",1891,1912,21,Male,Victualling Crew,,,,Southampton,Assistant Pantryman Steward (1st Class),LOST,,2,English,https://www.encyclopedia-titanica.org/titanic-victim/j-marriott.html
"WINSER, Mr Rowland",1876,1912,36,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/rowland-winser.html
"BITTLE, Mr Robert",1866,1922,46,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-bittle.html
"HOGAN, Mr Albert John",1893,1912,19,Male,Victualling Crew,,,,Southampton,Scullion,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/g-king.html
"COOPER, Mr H.",1886,1912,25,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-cooper-fireman.html
"FORD, Mr Ernest",1879,1912,33,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-ford.html
"WILLIAMS, Mr Arthur John",1870,1912,42,Male,Victualling Crew,,,,Southampton,Storekeeper (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-williams.html
"TERRELL, Mr Bertram",1893,1912,19,Male,Deck Crew,,,,Southampton,Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/bertram-terrell.html
"DILLON, Mr Thomas Patrick",1879,1939,33,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,4,,English,https://www.encyclopedia-titanica.org/titanic-survivor/thomas-patrick-dillon.html
"MILLAR, Mr Thomas",1879,1912,32,Male,Engineering Crew,,,,Belfast,Deck Engineer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-millar.html
"BOCHATAY, Mr Alexis Joseph",1881,1912,30,Male,Victualling Crew,,,,Southampton,Chef,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/alexis-joseph-bochatay.html
"EDBROOKE, Mr Francis Samuel Jacob",1888,1912,23,Male,Victualling Crew,,,,Southampton,Third class steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-edbrooke.html
"PRICE, Mr Ernest Cyril",1895,1912,17,Male,Restaurant Staff,,,,Southampton,Barman,LOST,,186,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-price.html
"SMITH, Mr James William",1887,1912,24,Male,Victualling Crew,,,,Southampton,Assistant baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-william-smith.html
"MORRELL, Mr James",1887,,24,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-morrell.html
"CECIL, Mr Charles Thomas",1891,1912,21,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/c-cecil.html
"JONES, Mr Albert Hugh Brabner",1894,1912,17,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-jones.html
"LIGHT, Mr Charles Edward",1888,1912,24,Male,Victualling Crew,,,,Southampton,Plate Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-edward-light.html
"CONWAY, Mr Percy Walter",1887,1912,25,Male,Victualling Crew,,,,Belfast,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/p-conway.html
"PRANGNELL, Mr George Alexander",1881,1953,30,Male,Engineering Crew,,,,Southampton,Greaser,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-alexander-prangnell.html
"BANNON, Mr John Joseph",1877,1912,34,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-bannon.html
"HOSKING, Mr George Fox",1875,1912,36,Male,Engineering Crew,,,,Belfast,Senior 3rd. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-fox-hosking.html
"WOODFORD, Mr Frederick Ernest",1871,1912,40,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,163,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-woodford.html
"HESKETH, Mr John Henry",1879,1912,33,Male,Engineering Crew,,,,Belfast,Second Engineer (refrigeration),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-henry-hesketh.html
"FREDERICKS, Mr Walter Francis",1891,1960,21,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/w-fredericks.html
"WILDE, Mr Henry Tingle",1872,1912,39,Male,Deck Crew Titanic Officers,,,,Southampton,Chief Officer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-tingle-wilde.html
"FELTHAM, Mr George William",1870,1912,41,Male,Victualling Crew,,,,Southampton,Vienna Baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/g-feltham.html
"RATTENBURY, Mr William Henry",1874,1912,38,Male,Victualling Crew,,,,Belfast,Boots steward (1st class),LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/william-henry-rattonbury.html
"WARD, Mr Edward Bryon",1878,1912,34,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-ward.html
"KETCHLEY, Mr Henry",1876,1912,36,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-ketchley.html
"URBINI, Sig. Roberto",1891,1912,20,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/roberto-urbini.html
"JANAWAY, Mr William Frank",1877,1912,35,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-frank-janaway.html
"MOORE, Mr J.",1883,1954,29,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/j-moore.html
"THORLEY, Mr William Gordon",1871,1912,41,Male,Victualling Crew,,,,Southampton,Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-thorley.html
"WOOD, Mr Henry",1881,1912,31,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-wood.html
"BESSANT, Mr William Edward Lowe",1871,1912,40,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-bessant.html
"MCCASTLIN, Mr William",1883,1912,28,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/w-mccastlin.html
"CAUNT, Mr William Ewart",1884,1912,28,Male,Victualling Crew,,,,Southampton,Grill Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-ewart-caunt.html
"DAVIS, Mr Stephen James",1873,1912,39,Male,Deck Crew,,,,Southampton,Able Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/stephen-james-davis.html
"BUTT, Mr Robert Henry",1890,1912,21,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,10,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-henry-butt.html
"BELL, Mr Joseph",1861,1912,51,Male,Engineering Crew,,,,Belfast,Chief Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-bell.html
